fecha,anio,mes,tienda_id,tienda_nombre,formato,distrito,nse,categoria_id,categoria,ventas,costo_ventas,margen_bruto,merma,unidades,precio_promedio
2022-01-01,2022,1,T03,ABC Surco,Supermarket,Surco,AB,C05,Carnes y Pescados,177392.17,115881.77,61510.41,17954.6,19230,9.22
2022-01-01,2022,1,T03,ABC Surco,Supermarket,Surco,AB,C06,Panaderia,122490.03,60273.88,62216.16,16925.51,2747,44.59
2022-01-01,2022,1,T03,ABC Surco,Supermarket,Surco,AB,C07,Limpieza,122130.73,88135.55,33995.18,1439.65,9508,12.84
2022-01-01,2022,1,T03,ABC Surco,Supermarket,Surco,AB,C08,Cuidado Personal,137499.27,85612.1,51887.17,1521.2,9377,14.66
2022-01-01,2022,1,T03,ABC Surco,Supermarket,Surco,AB,C09,Congelados,150962.48,108865.82,42096.66,5203.56,5549,27.2
2022-01-01,2022,1,T03,ABC Surco,Supermarket,Surco,AB,C10,Frutas y Verduras,126118.05,74887.37,51230.69,16656.29,5614,22.46
2022-01-01,2022,1,T04,ABC La Molina,Supermarket,La Molina,AB,C01,Abarrotes,203415.73,167480.84,35934.9,4096.92,14176,14.35
2022-01-01,2022,1,T04,ABC La Molina,Supermarket,La Molina,AB,C02,Perecibles,122235.33,87102.7,35132.63,8723.16,6582,18.57
2022-01-01,2022,1,T04,ABC La Molina,Supermarket,La Molina,AB,C03,Bebidas,115067.96,91811.55,23256.4,1337.28,2513,45.78
2022-01-01,2022,1,T04,ABC La Molina,Supermarket,La Molina,AB,C04,Lacteos,106240.62,83915.36,22325.26,4704.84,7163,14.83
2022-01-01,2022,1,T04,ABC La Molina,Supermarket,La Molina,AB,C05,Carnes y Pescados,194714.83,132916.93,61797.89,21688.27,4470,43.56
2022-01-01,2022,1,T04,ABC La Molina,Supermarket,La Molina,AB,C06,Panaderia,113230.57,63330.77,49899.8,13172.31,3894,29.07
2022-01-01,2022,1,T04,ABC La Molina,Supermarket,La Molina,AB,C07,Limpieza,178913.02,127688.01,51225.02,1501.74,6794,26.33
2022-01-01,2022,1,T04,ABC La Molina,Supermarket,La Molina,AB,C08,Cuidado Personal,146816.16,99305.14,47511.02,1286.23,5189,28.29
2022-01-01,2022,1,T04,ABC La Molina,Supermarket,La Molina,AB,C09,Congelados,138138.94,99807.79,38331.15,4845.8,4923,28.06
2022-01-01,2022,1,T04,ABC La Molina,Supermarket,La Molina,AB,C10,Frutas y Verduras,186999.45,125520.19,61479.26,33651.85,4176,44.77
2022-01-01,2022,1,T05,ABC San Borja,Express,San Borja,AB,C01,Abarrotes,101936.82,81668.77,20268.05,1766.61,3413,29.86
2022-01-01,2022,1,T05,ABC San Borja,Express,San Borja,AB,C02,Perecibles,59142.5,44775.28,14367.21,4502.35,1156,51.12
2022-01-01,2022,1,T05,ABC San Borja,Express,San Borja,AB,C03,Bebidas,66183.24,51819.45,14363.78,641.45,1325,49.93
2022-01-01,2022,1,T05,ABC San Borja,Express,San Borja,AB,C04,Lacteos,96163.41,75670.56,20492.86,4144.25,4406,21.82
2022-01-01,2022,1,T05,ABC San Borja,Express,San Borja,AB,C05,Carnes y Pescados,95401.8,64486.77,30915.02,10486.47,8201,11.63
2022-01-01,2022,1,T05,ABC San Borja,Express,San Borja,AB,C06,Panaderia,76855.82,38611.04,38244.78,7958.94,1534,50.08
2022-01-01,2022,1,T05,ABC San Borja,Express,San Borja,AB,C07,Limpieza,50975.27,37868.12,13107.15,545.48,2653,19.21
2022-01-01,2022,1,T05,ABC San Borja,Express,San Borja,AB,C08,Cuidado Personal,60545.98,40968.28,19577.7,628.35,1702,35.55
2022-01-01,2022,1,T05,ABC San Borja,Express,San Borja,AB,C09,Congelados,70638.19,49301.89,21336.3,2487.63,3948,17.89
2022-01-01,2022,1,T05,ABC San Borja,Express,San Borja,AB,C10,Frutas y Verduras,78362.25,49515.57,28846.68,12561.58,3567,21.96
2022-01-01,2022,1,T06,ABC Barranco,Express,Barranco,BC,C01,Abarrotes,59270.6,49970.02,9300.58,1165.63,1318,44.94
2022-01-01,2022,1,T06,ABC Barranco,Express,Barranco,BC,C02,Perecibles,75663.71,56300.99,19362.72,5484.59,1779,42.53
2022-01-01,2022,1,T06,ABC Barranco,Express,Barranco,BC,C03,Bebidas,84204.32,66404.47,17799.85,726.77,2167,38.85
2022-01-01,2022,1,T06,ABC Barranco,Express,Barranco,BC,C04,Lacteos,73004.38,56269.29,16735.08,3875.04,8806,8.29
2022-01-01,2022,1,T06,ABC Barranco,Express,Barranco,BC,C05,Carnes y Pescados,72760.02,48335.55,24424.47,8553.46,5610,12.97
2022-01-01,2022,1,T06,ABC Barranco,Express,Barranco,BC,C06,Panaderia,44839.55,24339.57,20499.98,4890.77,1476,30.38
2022-01-01,2022,1,T06,ABC Barranco,Express,Barranco,BC,C07,Limpieza,67688.2,50084.68,17603.52,612.98,2595,26.08
2022-01-01,2022,1,T06,ABC Barranco,Express,Barranco,BC,C08,Cuidado Personal,84697.13,58678.91,26018.23,821.08,4644,18.24
2022-01-01,2022,1,T06,ABC Barranco,Express,Barranco,BC,C09,Congelados,46741.26,32142.08,14599.17,1268.72,1319,35.43
2022-01-01,2022,1,T06,ABC Barranco,Express,Barranco,BC,C10,Frutas y Verduras,64588.41,43655.16,20933.26,8042.2,1587,40.67
2022-01-01,2022,1,T07,ABC Pueblo Libre,Supermarket,Pueblo Libre,BC,C01,Abarrotes,165907.14,133046.23,32860.92,3427.65,12308,13.48
2022-01-01,2022,1,T07,ABC Pueblo Libre,Supermarket,Pueblo Libre,BC,C02,Perecibles,98124.11,67360.78,30763.33,8779.74,2462,39.85
2022-01-01,2022,1,T07,ABC Pueblo Libre,Supermarket,Pueblo Libre,BC,C03,Bebidas,154496.28,123061.08,31435.2,1299.5,4190,36.86
2022-01-01,2022,1,T07,ABC Pueblo Libre,Supermarket,Pueblo Libre,BC,C04,Lacteos,159769.43,126658.86,33110.57,6884.64,3767,42.41
2022-01-01,2022,1,T07,ABC Pueblo Libre,Supermarket,Pueblo Libre,BC,C05,Carnes y Pescados,176607.04,114823.88,61783.16,20355.14,19805,8.92
2022-01-01,2022,1,T07,ABC Pueblo Libre,Supermarket,Pueblo Libre,BC,C06,Panaderia,145897.73,71758.32,74139.41,19624.31,3650,39.97
2022-01-01,2022,1,T07,ABC Pueblo Libre,Supermarket,Pueblo Libre,BC,C07,Limpieza,149604.71,108979.09,40625.62,1261.52,3715,40.27
2022-01-01,2022,1,T07,ABC Pueblo Libre,Supermarket,Pueblo Libre,BC,C08,Cuidado Personal,151841.83,93649.73,58192.11,1494.31,7870,19.29
2022-01-01,2022,1,T07,ABC Pueblo Libre,Supermarket,Pueblo Libre,BC,C09,Congelados,147204.21,109353.62,37850.59,3874.06,7306,20.15
2022-01-01,2022,1,T07,ABC Pueblo Libre,Supermarket,Pueblo Libre,BC,C10,Frutas y Verduras,176284.38,113735.11,62549.27,27939.12,7735,22.79
2022-01-01,2022,1,T08,ABC Jesus Maria,Supermarket,Jesus Maria,BC,C01,Abarrotes,171846.61,136838.22,35008.39,2908.11,3914,43.9
2022-01-01,2022,1,T08,ABC Jesus Maria,Supermarket,Jesus Maria,BC,C02,Perecibles,115962.46,85777.53,30184.93,7823.86,4815,24.08
2022-01-01,2022,1,T08,ABC Jesus Maria,Supermarket,Jesus Maria,BC,C03,Bebidas,144718.76,111866.19,32852.58,1453.8,6503,22.25
2022-01-01,2022,1,T08,ABC Jesus Maria,Supermarket,Jesus Maria,BC,C04,Lacteos,131339.16,103426.03,27913.13,5258.01,3108,42.25
2022-01-01,2022,1,T08,ABC Jesus Maria,Supermarket,Jesus Maria,BC,C05,Carnes y Pescados,140978.01,92590.52,48387.49,15060.0,6564,21.48
2022-01-01,2022,1,T08,ABC Jesus Maria,Supermarket,Jesus Maria,BC,C06,Panaderia,100620.67,57647.9,42972.78,11175.73,2555,39.38
2022-01-01,2022,1,T08,ABC Jesus Maria,Supermarket,Jesus Maria,BC,C07,Limpieza,143639.33,109784.07,33855.27,1383.76,6275,22.89
2022-01-01,2022,1,T08,ABC Jesus Maria,Supermarket,Jesus Maria,BC,C08,Cuidado Personal,106935.24,70401.15,36534.09,1257.71,3234,33.06
2022-01-01,2022,1,T08,ABC Jesus Maria,Supermarket,Jesus Maria,BC,C09,Congelados,168114.09,120691.54,47422.54,5140.13,20974,8.02
2022-01-01,2022,1,T08,ABC Jesus Maria,Supermarket,Jesus Maria,BC,C10,Frutas y Verduras,113235.93,69173.76,44062.17,18036.48,4492,25.2
2022-01-01,2022,1,T09,ABC Lince,Express,Lince,BC,C01,Abarrotes,57790.48,47471.87,10318.61,1341.29,1543,37.45
2022-01-01,2022,1,T09,ABC Lince,Express,Lince,BC,C02,Perecibles,46547.43,33453.73,13093.7,3921.81,2281,20.4
2022-01-01,2022,1,T09,ABC Lince,Express,Lince,BC,C03,Bebidas,79662.42,61228.18,18434.24,708.88,5183,15.37
2022-01-01,2022,1,T09,ABC Lince,Express,Lince,BC,C04,Lacteos,42840.85,34336.59,8504.26,2441.7,4005,10.69
2022-01-01,2022,1,T09,ABC Lince,Express,Lince,BC,C05,Carnes y Pescados,61791.62,43830.91,17960.71,6664.48,2350,26.29
2022-01-01,2022,1,T09,ABC Lince,Express,Lince,BC,C06,Panaderia,55310.17,34112.63,21197.54,7303.5,1515,36.49
2022-01-01,2022,1,T09,ABC Lince,Express,Lince,BC,C07,Limpieza,47598.84,36856.19,10742.65,563.18,1752,27.16
2022-01-01,2022,1,T09,ABC Lince,Express,Lince,BC,C08,Cuidado Personal,43827.69,26884.99,16942.7,430.64,1164,37.65
2022-01-01,2022,1,T09,ABC Lince,Express,Lince,BC,C09,Congelados,76850.88,53135.41,23715.47,2720.56,1875,40.98
2022-01-01,2022,1,T09,ABC Lince,Express,Lince,BC,C10,Frutas y Verduras,70871.82,43901.92,26969.9,12036.46,2506,28.27
2022-01-01,2022,1,T10,ABC San Miguel,Supermarket,San Miguel,BC,C01,Abarrotes,171853.72,141155.07,30698.65,3106.0,10021,17.15
2022-01-01,2022,1,T10,ABC San Miguel,Supermarket,San Miguel,BC,C02,Perecibles,150623.5,108179.43,42444.07,12660.8,8294,18.16
2022-01-01,2022,1,T10,ABC San Miguel,Supermarket,San Miguel,BC,C03,Bebidas,93823.1,74595.63,19227.47,870.57,3352,27.99
2022-01-01,2022,1,T10,ABC San Miguel,Supermarket,San Miguel,BC,C04,Lacteos,97383.46,76773.52,20609.94,5271.21,9385,10.38
2022-01-01,2022,1,T10,ABC San Miguel,Supermarket,San Miguel,BC,C05,Carnes y Pescados,125601.78,86424.79,39176.99,11087.29,5334,23.55
2022-01-01,2022,1,T10,ABC San Miguel,Supermarket,San Miguel,BC,C06,Panaderia,167247.05,87571.29,79675.76,22933.44,4603,36.33
2022-01-01,2022,1,T10,ABC San Miguel,Supermarket,San Miguel,BC,C07,Limpieza,110262.98,83923.15,26339.83,1214.43,2785,39.58
2022-01-01,2022,1,T10,ABC San Miguel,Supermarket,San Miguel,BC,C08,Cuidado Personal,165657.18,103371.88,62285.3,1687.14,5463,30.32
2022-01-01,2022,1,T10,ABC San Miguel,Supermarket,San Miguel,BC,C09,Congelados,103369.28,72955.43,30413.85,2516.87,5057,20.44
2022-01-01,2022,1,T10,ABC San Miguel,Supermarket,San Miguel,BC,C10,Frutas y Verduras,143551.38,94483.35,49068.03,21251.84,11283,12.72
2022-02-01,2022,2,T01,ABC Miraflores,Express,Miraflores,AB,C01,Abarrotes,67327.83,55594.13,11733.7,1381.24,6503,10.35
2022-02-01,2022,2,T01,ABC Miraflores,Express,Miraflores,AB,C02,Perecibles,69745.41,50441.09,19304.32,4575.93,2753,25.33
2022-02-01,2022,2,T01,ABC Miraflores,Express,Miraflores,AB,C03,Bebidas,55088.7,42019.4,13069.31,524.25,1337,41.2
2022-02-01,2022,2,T01,ABC Miraflores,Express,Miraflores,AB,C04,Lacteos,79074.2,65242.99,13831.21,3193.62,2459,32.15
2022-02-01,2022,2,T01,ABC Miraflores,Express,Miraflores,AB,C05,Carnes y Pescados,87564.34,58281.61,29282.73,9741.47,2370,36.93
2022-02-01,2022,2,T01,ABC Miraflores,Express,Miraflores,AB,C06,Panaderia,87110.02,51445.98,35664.03,8447.78,5554,15.68
2022-02-01,2022,2,T01,ABC Miraflores,Express,Miraflores,AB,C07,Limpieza,55277.45,41192.88,14084.57,490.41,1418,38.96
2022-02-01,2022,2,T01,ABC Miraflores,Express,Miraflores,AB,C08,Cuidado Personal,75110.99,47976.32,27134.67,825.6,5337,14.07
2022-02-01,2022,2,T01,ABC Miraflores,Express,Miraflores,AB,C09,Congelados,90347.59,66429.97,23917.62,2196.18,4020,22.47
2022-02-01,2022,2,T01,ABC Miraflores,Express,Miraflores,AB,C10,Frutas y Verduras,83710.89,52886.99,30823.91,13636.58,6732,12.43
2022-02-01,2022,2,T02,ABC San Isidro,Express,San Isidro,AB,C01,Abarrotes,79208.64,66653.86,12554.78,1756.84,1745,45.38
2022-02-01,2022,2,T02,ABC San Isidro,Express,San Isidro,AB,C02,Perecibles,67876.59,46112.44,21764.15,6044.03,2831,23.97
2022-02-01,2022,2,T02,ABC San Isidro,Express,San Isidro,AB,C03,Bebidas,64481.57,50270.26,14211.31,603.87,1421,45.35
2022-02-01,2022,2,T02,ABC San Isidro,Express,San Isidro,AB,C04,Lacteos,76260.4,58899.93,17360.47,4019.82,1715,44.46
2022-02-01,2022,2,T02,ABC San Isidro,Express,San Isidro,AB,C05,Carnes y Pescados,76940.54,50592.68,26347.85,9126.61,3718,20.69
2022-02-01,2022,2,T02,ABC San Isidro,Express,San Isidro,AB,C06,Panaderia,82824.23,45737.85,37086.39,9682.78,2054,40.31
2022-02-01,2022,2,T02,ABC San Isidro,Express,San Isidro,AB,C07,Limpieza,63637.36,46149.5,17487.85,531.16,1362,46.71
2022-02-01,2022,2,T02,ABC San Isidro,Express,San Isidro,AB,C08,Cuidado Personal,58009.25,37033.98,20975.26,552.01,5566,10.42
2022-02-01,2022,2,T02,ABC San Isidro,Express,San Isidro,AB,C09,Congelados,78652.92,57094.88,21558.04,2640.69,3321,23.68
2022-02-01,2022,2,T02,ABC San Isidro,Express,San Isidro,AB,C10,Frutas y Verduras,88664.68,57233.53,31431.15,10693.76,1789,49.54
2022-02-01,2022,2,T03,ABC Surco,Supermarket,Surco,AB,C01,Abarrotes,112221.55,92090.89,20130.66,2476.2,2908,38.59
2022-02-01,2022,2,T03,ABC Surco,Supermarket,Surco,AB,C02,Perecibles,156228.06,108640.0,47588.06,10463.8,8386,18.63
2022-02-01,2022,2,T03,ABC Surco,Supermarket,Surco,AB,C03,Bebidas,154308.27,119529.86,34778.41,1526.58,4853,31.79
2022-02-01,2022,2,T03,ABC Surco,Supermarket,Surco,AB,C04,Lacteos,143980.58,116646.23,27334.35,7783.17,6946,20.73
2022-02-01,2022,2,T03,ABC Surco,Supermarket,Surco,AB,C05,Carnes y Pescados,112741.18,79991.21,32749.97,9558.44,3523,32.0
2022-02-01,2022,2,T03,ABC Surco,Supermarket,Surco,AB,C06,Panaderia,156193.9,91887.01,64306.89,18624.8,3901,40.03
2022-02-01,2022,2,T03,ABC Surco,Supermarket,Surco,AB,C07,Limpieza,186365.58,142807.3,43558.28,1565.86,10674,17.46
2022-02-01,2022,2,T03,ABC Surco,Supermarket,Surco,AB,C08,Cuidado Personal,112216.68,78665.51,33551.17,1137.49,5376,20.87
2022-02-01,2022,2,T03,ABC Surco,Supermarket,Surco,AB,C09,Congelados,187226.43,127731.94,59494.49,4777.15,4056,46.15
2022-02-01,2022,2,T03,ABC Surco,Supermarket,Surco,AB,C10,Frutas y Verduras,153606.99,93939.38,59667.61,22759.0,5497,27.94
2022-02-01,2022,2,T04,ABC La Molina,Supermarket,La Molina,AB,C01,Abarrotes,105711.18,84165.4,21545.78,2095.39,2392,44.18
2022-02-01,2022,2,T04,ABC La Molina,Supermarket,La Molina,AB,C02,Perecibles,123555.96,87616.82,35939.15,8119.54,7946,15.55
2022-02-01,2022,2,T04,ABC La Molina,Supermarket,La Molina,AB,C03,Bebidas,143391.99,107171.37,36220.62,1215.08,3436,41.73
2022-02-01,2022,2,T04,ABC La Molina,Supermarket,La Molina,AB,C04,Lacteos,161951.38,132226.62,29724.75,8170.68,5708,28.37
2022-02-01,2022,2,T04,ABC La Molina,Supermarket,La Molina,AB,C05,Carnes y Pescados,148730.79,94140.2,54590.6,13715.24,4174,35.62
2022-02-01,2022,2,T04,ABC La Molina,Supermarket,La Molina,AB,C06,Panaderia,160704.74,78677.08,82027.67,17030.5,8840,18.18
2022-02-01,2022,2,T04,ABC La Molina,Supermarket,La Molina,AB,C07,Limpieza,146963.99,113818.32,33145.67,1219.84,15779,9.31
2022-02-01,2022,2,T04,ABC La Molina,Supermarket,La Molina,AB,C08,Cuidado Personal,142033.87,95435.08,46598.79,1267.78,3615,39.28
2022-02-01,2022,2,T04,ABC La Molina,Supermarket,La Molina,AB,C09,Congelados,160025.37,109318.99,50706.38,5614.8,3745,42.72
2022-02-01,2022,2,T04,ABC La Molina,Supermarket,La Molina,AB,C10,Frutas y Verduras,159678.2,91106.28,68571.92,23234.51,4932,32.37
2022-02-01,2022,2,T05,ABC San Borja,Express,San Borja,AB,C01,Abarrotes,81593.7,65467.67,16126.02,1352.11,5018,16.26
2022-02-01,2022,2,T05,ABC San Borja,Express,San Borja,AB,C02,Perecibles,64149.91,45815.01,18334.9,4698.05,4426,14.49
2022-02-01,2022,2,T05,ABC San Borja,Express,San Borja,AB,C03,Bebidas,80243.69,60245.63,19998.06,802.59,2656,30.21
2022-02-01,2022,2,T05,ABC San Borja,Express,San Borja,AB,C04,Lacteos,46793.95,37626.0,9167.95,2173.41,2357,19.85
2022-02-01,2022,2,T05,ABC San Borja,Express,San Borja,AB,C05,Carnes y Pescados,56798.79,36791.3,20007.49,5850.73,1143,49.66
2022-02-01,2022,2,T05,ABC San Borja,Express,San Borja,AB,C06,Panaderia,93369.12,54258.29,39110.83,9143.74,2256,41.38
2022-02-01,2022,2,T05,ABC San Borja,Express,San Borja,AB,C07,Limpieza,70029.3,50336.68,19692.62,611.07,2053,34.11
2022-02-01,2022,2,T05,ABC San Borja,Express,San Borja,AB,C08,Cuidado Personal,74766.93,51807.46,22959.46,702.2,3197,23.38
2022-02-01,2022,2,T05,ABC San Borja,Express,San Borja,AB,C09,Congelados,81844.82,58545.04,23299.77,2645.56,3813,21.46
2022-02-01,2022,2,T05,ABC San Borja,Express,San Borja,AB,C10,Frutas y Verduras,93484.94,57426.77,36058.17,13769.36,4139,22.58
2022-02-01,2022,2,T06,ABC Barranco,Express,Barranco,BC,C01,Abarrotes,58761.31,48488.33,10272.97,1182.09,1318,44.56
2022-02-01,2022,2,T06,ABC Barranco,Express,Barranco,BC,C02,Perecibles,66522.42,48380.9,18141.51,4656.74,3110,21.39
2022-02-01,2022,2,T06,ABC Barranco,Express,Barranco,BC,C03,Bebidas,71324.52,54409.24,16915.28,628.67,2518,28.32
2022-02-01,2022,2,T06,ABC Barranco,Express,Barranco,BC,C04,Lacteos,74913.4,59039.62,15873.77,3178.46,1702,44.01
2022-02-01,2022,2,T06,ABC Barranco,Express,Barranco,BC,C05,Carnes y Pescados,60827.16,43357.34,17469.82,6206.41,2139,28.43
2022-02-01,2022,2,T06,ABC Barranco,Express,Barranco,BC,C06,Panaderia,49740.41,24584.42,25155.99,5876.8,4028,12.35
2022-02-01,2022,2,T06,ABC Barranco,Express,Barranco,BC,C07,Limpieza,72329.05,53071.78,19257.27,725.86,3992,18.12
2022-02-01,2022,2,T06,ABC Barranco,Express,Barranco,BC,C08,Cuidado Personal,79405.56,53750.28,25655.28,810.34,3578,22.19
2022-02-01,2022,2,T06,ABC Barranco,Express,Barranco,BC,C09,Congelados,75764.22,50448.41,25315.81,2603.89,4158,18.22
2022-02-01,2022,2,T06,ABC Barranco,Express,Barranco,BC,C10,Frutas y Verduras,69604.33,39708.97,29895.36,10472.96,1814,38.36
2022-02-01,2022,2,T07,ABC Pueblo Libre,Supermarket,Pueblo Libre,BC,C01,Abarrotes,104105.73,84877.96,19227.77,2497.62,3986,26.12
2022-02-01,2022,2,T07,ABC Pueblo Libre,Supermarket,Pueblo Libre,BC,C02,Perecibles,99020.19,72582.75,26437.44,8086.12,3522,28.11
2022-02-01,2022,2,T07,ABC Pueblo Libre,Supermarket,Pueblo Libre,BC,C03,Bebidas,117267.01,93877.98,23389.03,1265.31,4021,29.16
2022-02-01,2022,2,T07,ABC Pueblo Libre,Supermarket,Pueblo Libre,BC,C04,Lacteos,110498.21,91424.14,19074.07,6065.7,3241,34.09
2022-02-01,2022,2,T07,ABC Pueblo Libre,Supermarket,Pueblo Libre,BC,C05,Carnes y Pescados,145305.23,96524.21,48781.02,16394.78,3280,44.29
2022-02-01,2022,2,T07,ABC Pueblo Libre,Supermarket,Pueblo Libre,BC,C06,Panaderia,113102.16,62171.21,50930.96,14061.84,2814,40.18
2022-02-01,2022,2,T07,ABC Pueblo Libre,Supermarket,Pueblo Libre,BC,C07,Limpieza,151637.67,113433.12,38204.55,1490.25,4366,34.73
2022-02-01,2022,2,T07,ABC Pueblo Libre,Supermarket,Pueblo Libre,BC,C08,Cuidado Personal,121807.18,83595.3,38211.88,1203.21,2777,43.86
2022-02-01,2022,2,T07,ABC Pueblo Libre,Supermarket,Pueblo Libre,BC,C09,Congelados,117059.98,80363.4,36696.58,4005.93,2960,39.54
2022-02-01,2022,2,T07,ABC Pueblo Libre,Supermarket,Pueblo Libre,BC,C10,Frutas y Verduras,148684.29,95291.85,53392.43,24253.83,4118,36.1
2022-02-01,2022,2,T08,ABC Jesus Maria,Supermarket,Jesus Maria,BC,C01,Abarrotes,139100.05,117303.81,21796.24,2927.96,3306,42.07
2022-02-01,2022,2,T08,ABC Jesus Maria,Supermarket,Jesus Maria,BC,C02,Perecibles,170883.47,123983.88,46899.58,11474.86,5433,31.45
2022-02-01,2022,2,T08,ABC Jesus Maria,Supermarket,Jesus Maria,BC,C03,Bebidas,151619.98,116322.23,35297.75,1760.87,15628,9.7
2022-02-01,2022,2,T08,ABC Jesus Maria,Supermarket,Jesus Maria,BC,C04,Lacteos,141434.64,114209.82,27224.82,6069.16,5114,27.65
2022-02-01,2022,2,T08,ABC Jesus Maria,Supermarket,Jesus Maria,BC,C05,Carnes y Pescados,137621.74,97942.86,39678.88,11444.45,3421,40.22
2022-02-01,2022,2,T08,ABC Jesus Maria,Supermarket,Jesus Maria,BC,C06,Panaderia,127156.11,62849.21,64306.9,13080.5,5073,25.06
2022-02-01,2022,2,T08,ABC Jesus Maria,Supermarket,Jesus Maria,BC,C07,Limpieza,101079.34,79528.74,21550.6,1133.96,2444,41.34
2022-02-01,2022,2,T08,ABC Jesus Maria,Supermarket,Jesus Maria,BC,C08,Cuidado Personal,129037.93,84664.15,44373.77,1210.67,4338,29.74
2022-02-01,2022,2,T08,ABC Jesus Maria,Supermarket,Jesus Maria,BC,C09,Congelados,133518.16,96465.69,37052.47,4558.8,8686,15.37
2022-02-01,2022,2,T08,ABC Jesus Maria,Supermarket,Jesus Maria,BC,C10,Frutas y Verduras,115835.5,75288.27,40547.23,17875.2,3957,29.27
2022-02-01,2022,2,T09,ABC Lince,Express,Lince,BC,C01,Abarrotes,75030.14,59588.27,15441.88,1595.58,4132,18.16
2022-02-01,2022,2,T09,ABC Lince,Express,Lince,BC,C02,Perecibles,64926.22,45412.5,19513.72,4257.17,2133,30.44
2022-02-01,2022,2,T09,ABC Lince,Express,Lince,BC,C03,Bebidas,64919.97,51553.67,13366.3,726.81,2131,30.46
2022-02-01,2022,2,T09,ABC Lince,Express,Lince,BC,C04,Lacteos,56271.29,44608.87,11662.42,3013.63,1622,34.67
2022-02-01,2022,2,T09,ABC Lince,Express,Lince,BC,C05,Carnes y Pescados,70483.39,47060.93,23422.46,8185.67,2208,31.91
2022-02-01,2022,2,T09,ABC Lince,Express,Lince,BC,C06,Panaderia,52555.7,28341.06,24214.64,6892.85,4636,11.33
2022-02-01,2022,2,T09,ABC Lince,Express,Lince,BC,C07,Limpieza,55286.19,42809.59,12476.6,471.52,1977,27.96
